ID,city name,lat,lng,country,iso2,population
1,Juazeiro do Norte,-7.21,-39.32,Brazil,BR,225230.0
2,Bogoroditsk,53.7747,38.1144,Russia,RU,39553.0
3,Calucinga,-11.3196,16.2,Angola,AO,531.0
4,Mardin,37.3115,40.7427,Turkey,TR,71373.0
5,Dundo,-7.38,20.83,Angola,AO,11985.0
6,Angarsk,52.56,103.92,Russia,RU,243158.0
7,Nata,-20.2095,26.19,Botswana,BW,4794.0
8,Kotabumi,-4.8333,104.9,Indonesia,ID,42366.0
9,Mazyr,52.046,29.2722,Belarus,BY,112137.0
10,Brisbane,-27.455,153.0351,Australia,AU,1860000.0
11,Woonsocket,42.001,-71.4993,United States,US,41406.0
12,Phitsanulok,16.8283,100.2729,Thailand,TH,164017.0
13,Kolomna,55.08,38.785,Russia,RU,147690.0
14,Ouadda,8.0671,22.4,Central African Republic,CF,5434.0
15,Governador Valadares,-18.87,-41.97,Brazil,BR,250878.0
16,Bedourie,-24.3496,139.4666,Australia,AU,142.0
17,Queenstown,-45.0227,168.7251,New Zealand,NZ,16600.0
18,Kırşehir,39.142,34.171,Turkey,TR,94336.0
19,Ipiales,0.8304,-77.65,Colombia,CO,109618.0
20,Severomorsk,69.0731,33.4231,Russia,RU,53921.0
21,Smithfield,36.9753,-76.6162,United States,US,10652.0
22,Waterville,44.544,-69.6626,United States,US,26806.0
23,Beech Grove,39.7153,-86.087,United States,US,14740.0
24,Münster,51.9704,7.62,Germany,DE,270184.0
25,Oturkpo,7.1904,8.13,Nigeria,NG,68220.0
26,Biloela,-24.3936,150.4961,Australia,AU,6309.0
27,Miaoli,24.57,120.82,Taiwan,TW,150000.0
28,Romulus,42.2237,-83.366,United States,US,23281.0
29,Curitiba,-25.42,-49.32,Brazil,BR,3084000.0
30,Picos,-7.08,-41.44,Brazil,BR,57495.0
31,Zimmerman,45.4415,-93.5977,United States,US,8530.0
32,Kingston South East,-36.8328,139.8501,Australia,AU,206.0
33,Forster-Tuncurry,-32.1931,152.5266,Australia,AU,17591.0
34,Ürümqi,43.805,87.575,China,CN,2151000.0
35,Bunbury,-33.3443,115.6502,Australia,AU,26998.0
36,Dubbo,-32.26,148.5973,Australia,AU,31574.0
37,Traralgon,-38.1996,146.53,Australia,AU,18226.0
38,Covilhã,40.2833,-7.5,Portugal,PT,24828.0
39,Yakossi,5.617,23.3167,Central African Republic,CF,500.0
40,Kumba,4.6404,9.44,Cameroon,CM,144413.0
41,Anqing,30.5,117.05,China,CN,580497.0
42,Amravati,20.95,77.77,India,IN,734451.0
43,Helena-West Helena,34.5311,-90.6202,United States,US,9980.0
44,Fengcheng,28.2004,115.77,China,CN,61469.0
45,Kassala,15.46,36.39,Sudan,SD,401477.0
46,Mbalmayo,3.5204,11.5,Cameroon,CM,80206.0
47,Ningbo,29.88,121.55,China,CN,1923000.0
48,Brookfield,43.064,-88.1231,United States,US,38016.0
49,Cherepovets,59.1404,37.91,Russia,RU,311850.0
50,Coronel Suárez,-37.4666,-61.9166,Argentina,AR,27000.0
51,Hwange,-18.37,26.5,Zimbabwe,ZW,33989.0
52,Bugt,48.7838,121.9334,China,CN,17457.0
53,Stafford,29.6272,-95.5654,United States,US,18422.0
54,Chowchilla,37.1095,-120.2349,United States,US,11536.0
55,Tumut,-35.3096,148.22,Australia,AU,6526.0
56,Maryborough,-25.5491,152.7209,Australia,AU,20678.0
57,Oostanay,53.2209,63.6283,Kazakhstan,KZ,236901.0
58,Horqueta,-23.3396,-57.05,Paraguay,PY,16171.0
59,Huntley,42.16,-88.433,United States,US,26611.0
60,Minnetrista,44.9355,-93.7103,United States,US,7397.0
61,Woodcliff Lake,41.0256,-74.0605,United States,US,5891.0
62,Slantsy,59.1116,28.0747,Russia,RU,36209.0
63,Pondicherry,11.935,79.83,India,IN,227411.0
64,Fairfax,37.9884,-122.595,United States,US,7598.0
65,Nguru,12.8804,10.45,Nigeria,NG,111014.0
66,Ndjamena,12.1131,15.0491,Chad,TD,989000.0
67,Oaxaca,17.0827,-96.6699,Mexico,MX,530728.0
68,Supham Buri,14.471,100.129,Thailand,TH,53399.0
69,Sousse,35.83,10.625,Tunisia,TN,327004.0
70,Xuzhou,34.28,117.18,China,CN,2091000.0
71,Marsabit,2.33,37.98,Kenya,KE,16460.0
72,Mali,12.084,-12.301,Guinea,GN,5479.0
73,Capitan Pablo Lagerenza,-19.9161,-60.7833,Paraguay,PY,1200.0
74,Vryheid,-27.76,30.79,South Africa,ZA,150012.0
75,Deltona,28.9051,-81.2134,United States,US,192730.0
76,Rørvik,64.868,11.2053,Norway,NO,2615.0
77,Whyalla,-33.025,137.5614,Australia,AU,22559.0
78,Monclova,26.9,-101.42,Mexico,MX,236244.0
79,Majene,-3.5336,118.966,Indonesia,ID,272377.0
80,Moquegua,-17.19,-70.94,Peru,PE,54517.0
